Project_ID,State,District,Project_Type,Land_Required_Hectare,Land_Acquired_Hectare,Affected_Families,Displaced_Families,Sanction_Date,3A_Notification_Date,3D_Notification_Date,Award_Date,Payment_Date,Possession_Date,Compensation_Amount_Crore,RR_Amount_Crore,Compensation_Status,R&R_Progress_Percent,Legal_Disputes_Count,Possession_Status,Historical_Delay_Days,Risk_Score_0_100,Delay_Label,Data_Basis,date_issue
BHNV-01878,Uttar Pradesh,Kanpur Nagar,Irrigation,12.97,11.69,26,4,2018-04-20,2019-07-27,2019-11-13,2019-12-27,2020-02-15,2020-07-12,43.27,3.1,Partially paid,100.0,1,Substantially complete,276,29,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01881,Tamil Nadu,Madurai,Railway,4.35,3.14,9,2,2016-01-12,2017-11-03,2019-03-13,2021-12-26,2023-01-22,2025-01-06,15.71,0.85,Partially paid,96.0,0,Partial possession,2566,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01882,Rajasthan,Ajmer,National Highway,15.27,12.34,27,2,2020-02-09,2020-07-25,2020-08-15,2025-05-19,2026-02-03,2026-05-01,18.84,2.39,Partially paid,100.0,0,Partial possession,1528,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01883,Odisha,Cuttack,Renewable Energy,384.2,244.84,637,136,2019-08-10,2020-09-09,2023-08-06,2025-06-06,2026-07-18,2028-07-19,438.13,49.61,Partially paid,100.0,18,Pending,2349,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01884,Tamil Nadu,Salem,Railway,57.41,25.1,107,13,2020-01-03,2020-05-17,2020-05-21,2025-07-03,2026-02-06,2027-08-17,150.36,8.96,Pending,100.0,2,Pending,2081,67,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01886,Karnataka,Bengaluru Urban,Irrigation,122.02,77.77,223,38,2017-05-30,2017-07-30,2018-09-16,2023-10-23,2024-09-16,2026-01-27,351.96,25.78,Partially paid,95.5,6,Pending,2146,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01888,Gujarat,Vadodara,Irrigation,17.22,15.9,31,4,2022-06-21,2024-06-01,2025-06-22,2026-07-20,2027-02-25,2027-11-21,28.21,2.45,Mostly paid,70.6,2,Substantially complete,1184,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01892,Bihar,Gaya,Railway,11.03,10.02,24,6,2019-02-21,2019-06-08,2020-03-16,2024-09-19,2025-01-06,2026-03-23,15.92,1.3,Mostly paid,100.0,1,Substantially complete,1996,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01893,Gujarat,Ahmedabad,Renewable Energy,3.82,1.6,9,1,2025-06-05,2027-01-01,2027-11-27,2028-02-15,2029-08-22,2031-01-11,12.01,0.63,Pending,100.0,0,Pending,1190,66,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01894,Tamil Nadu,Salem,Renewable Energy,89.21,70.91,166,27,2022-06-19,2023-02-12,2023-04-23,2024-06-22,2024-11-27,2026-09-04,74.5,10.77,Partially paid,96.3,4,Partial possession,340,38,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01897,Maharashtra,Pune,Renewable Energy,47.47,44.7,87,14,2020-03-28,2020-05-04,2021-11-20,2023-11-17,2025-04-27,2027-07-02,208.76,3.76,Partially paid,100.0,2,Substantially complete,2034,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01900,West Bengal,Hooghly,Irrigation,7.43,6.34,20,3,2024-06-19,2025-01-09,2026-11-23,2029-01-14,2030-05-14,2031-12-13,20.58,0.72,Partially paid,100.0,1,Partial possession,1958,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01901,Bihar,Muzaffarpur,Renewable Energy,80.78,54.5,152,43,2022-04-19,2022-08-07,2025-04-29,2026-01-15,2026-11-09,2028-02-25,218.01,3.11,Partially paid,97.0,4,Partial possession,1580,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01904,West Bengal,Kolkata,Urban Development,16.09,8.51,22,6,2022-04-24,2022-10-05,2023-05-05,2027-09-10,2028-08-21,2029-06-27,30.92,0.63,Pending,95.2,1,Pending,1936,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01905,West Bengal,Hooghly,Irrigation,13.44,12.09,21,7,2024-05-05,2025-01-27,2027-08-17,2027-12-01,2028-01-11,2029-08-27,17.4,0.71,Partially paid,82.2,2,Partial possession,1326,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01910,Madhya Pradesh,Ujjain,National Highway,6.54,4.55,16,1,2023-02-12,2023-09-16,2026-07-01,2026-11-28,2028-07-12,2030-02-15,21.7,1.81,Partially paid,100.0,0,Partial possession,1798,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01911,Gujarat,Surat,National Highway,46.32,36.05,77,17,2022-11-13,2024-09-02,2026-02-20,2029-02-20,2029-08-30,2030-03-18,161.83,3.38,Partially paid,100.0,1,Partial possession,2132,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01916,Gujarat,Ahmedabad,Renewable Energy,25.65,14.91,52,8,2020-12-24,2021-07-04,2024-12-28,2027-06-09,2028-12-05,2029-08-10,45.33,5.87,Partially paid,100.0,1,Pending,2120,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01917,Madhya Pradesh,Gwalior,Industrial Corridor,81.46,70.6,127,21,2020-10-23,2022-01-09,2022-11-14,2024-04-23,2025-03-23,2025-04-17,363.29,9.71,Partially paid,100.0,3,Partial possession,925,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01918,Rajasthan,Ajmer,Urban Development,342.83,271.46,624,113,2021-08-07,2022-03-02,2022-09-14,2023-07-31,2023-10-11,2024-04-17,1101.46,65.96,Partially paid,94.0,13,Partial possession,215,30,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01919,Odisha,Bhubaneswar,Industrial Corridor,5.42,4.73,6,1,2016-09-04,2017-07-10,2019-07-06,2023-03-25,2024-01-06,2026-03-03,5.7,0.17,Mostly paid,100.0,1,Partial possession,2928,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01921,Madhya Pradesh,Gwalior,Urban Development,33.29,24.43,65,13,2019-10-04,2020-06-01,2022-01-01,2024-08-22,2024-11-23,2024-12-09,147.44,2.59,Partially paid,100.0,2,Partial possession,1213,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01922,Maharashtra,Aurangabad,Irrigation,120.09,80.78,221,42,2023-12-23,2024-03-15,2025-08-09,2027-11-02,2027-12-27,2030-02-09,537.22,12.43,Partially paid,100.0,3,Partial possession,1476,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01923,Maharashtra,Nashik,Urban Development,61.83,47.4,128,28,2025-08-07,2025-11-11,2026-05-18,2031-08-02,2032-04-17,2034-04-13,148.4,6.65,Partially paid,100.0,2,Partial possession,2566,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01924,Uttar Pradesh,Kanpur Nagar,Industrial Corridor,31.85,26.99,53,7,2025-07-09,2027-02-02,2028-03-22,2030-11-08,2030-12-15,2031-06-29,130.72,2.85,Mostly paid,94.1,2,Partial possession,1195,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01925,Madhya Pradesh,Jabalpur,Renewable Energy,64.07,25.55,128,28,2021-10-26,2023-12-27,2024-04-20,2024-06-09,2025-02-14,2026-02-13,191.59,14.32,Pending,93.2,4,Pending,668,67,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01927,Karnataka,Mysuru,Renewable Energy,13.81,11.77,24,2,2023-03-18,2024-08-27,2025-06-07,2026-04-09,2026-09-10,2027-10-11,32.1,1.12,Partially paid,87.6,1,Partial possession,561,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01928,West Bengal,Kolkata,Irrigation,67.41,57.77,105,20,2025-06-25,2026-09-28,2027-05-01,2029-02-03,2030-03-18,2031-01-23,276.44,5.19,Mostly paid,88.4,2,Partial possession,1416,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01930,West Bengal,Bardhaman,Urban Development,56.96,31.51,110,23,2016-02-14,2016-04-29,2018-09-08,2022-01-11,2022-05-19,2023-03-15,115.92,8.13,Pending,98.2,2,Pending,1584,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01933,Uttar Pradesh,Kanpur Nagar,Renewable Energy,16.87,12.43,29,4,2022-04-11,2022-11-15,2023-09-04,2027-10-09,2029-03-27,2029-11-21,41.66,3.28,Partially paid,100.0,1,Partial possession,2190,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01934,Tamil Nadu,Coimbatore,Irrigation,41.88,40.07,73,10,2024-07-30,2024-11-25,2027-05-01,2028-12-15,2029-05-24,2031-06-05,81.79,6.98,Mostly paid,86.4,0,Substantially complete,1902,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01936,Odisha,Bhubaneswar,National Highway,2.35,1.66,4,1,2022-06-28,2022-12-10,2024-03-21,2026-08-01,2027-01-31,2027-11-27,2.33,0.13,Pending,100.0,0,Partial possession,1024,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01937,Madhya Pradesh,Jabalpur,Renewable Energy,112.25,94.37,215,37,2019-06-29,2021-01-24,2021-02-19,2024-06-22,2025-12-26,2028-01-08,457.85,19.52,Partially paid,81.4,3,Partial possession,2018,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01939,Madhya Pradesh,Ujjain,Railway,46.7,25.86,77,14,2018-12-20,2019-05-11,2021-09-28,2022-01-11,2022-11-21,2024-06-18,175.74,8.1,Partially paid,100.0,1,Pending,914,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01941,West Bengal,Hooghly,Urban Development,50.98,29.8,79,15,2016-03-27,2017-03-30,2019-06-04,2019-09-20,2021-03-09,2021-10-02,129.79,6.45,Pending,95.9,3,Pending,1399,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01942,Bihar,Muzaffarpur,Industrial Corridor,187.7,144.68,372,45,2021-10-28,2023-06-04,2023-07-16,2026-05-04,2026-08-31,2027-02-06,288.16,33.83,Partially paid,80.5,7,Partial possession,749,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01943,Uttar Pradesh,Gorakhpur,Irrigation,14.37,9.57,24,3,2016-08-15,2018-02-20,2020-02-28,2022-01-07,2023-06-18,2025-05-03,41.39,2.58,Partially paid,100.0,0,Partial possession,2193,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01944,Odisha,Cuttack,Industrial Corridor,158.7,131.77,258,50,2022-12-05,2023-06-26,2025-02-22,2027-10-19,2029-03-22,2031-02-26,683.66,6.33,Mostly paid,72.7,14,Partial possession,2164,58,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01945,Tamil Nadu,Coimbatore,Renewable Energy,44.64,24.78,80,15,2021-01-12,2022-11-09,2023-05-11,2024-05-13,2025-03-25,2026-09-28,66.4,6.11,Partially paid,100.0,1,Pending,1160,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01948,Bihar,Bhagalpur,Urban Development,44.33,19.08,81,17,2020-05-25,2021-06-01,2021-12-08,2024-01-20,2024-09-22,2025-07-03,181.86,2.7,Pending,100.0,1,Pending,1186,65,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01949,Gujarat,Rajkot,Industrial Corridor,58.94,43.69,96,10,2024-03-14,2024-07-25,2024-08-12,2027-03-30,2027-10-13,2027-12-17,167.0,10.65,Partially paid,94.9,3,Partial possession,197,27,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01952,Tamil Nadu,Madurai,Industrial Corridor,35.44,33.7,59,11,2016-01-25,2016-03-17,2017-02-27,2021-12-26,2022-03-14,2024-01-09,81.34,3.22,Mostly paid,99.0,1,Substantially complete,1822,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01953,Karnataka,Bengaluru Urban,Renewable Energy,145.69,130.97,274,55,2020-12-19,2021-09-26,2023-11-11,2024-06-30,2025-02-18,2027-03-28,355.45,32.74,Mostly paid,100.0,8,Partial possession,1378,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01956,Tamil Nadu,Madurai,Urban Development,128.55,122.16,224,23,2018-02-17,2018-10-06,2019-03-30,2022-05-09,2022-07-19,2023-10-24,260.02,10.06,Mostly paid,100.0,5,Substantially complete,1141,48,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01957,Karnataka,Mangaluru,Industrial Corridor,22.19,13.9,46,7,2025-10-21,2026-04-23,2026-05-07,2029-03-11,2029-05-09,2030-12-28,31.77,1.61,Pending,82.4,3,Pending,1318,62,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01959,Odisha,Puri,Industrial Corridor,72.05,57.78,127,26,2023-10-13,2024-02-25,2026-12-09,2026-12-25,2027-02-15,2028-07-16,65.98,9.08,Partially paid,89.9,3,Partial possession,562,54,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01960,Odisha,Cuttack,Urban Development,24.61,21.77,44,4,2020-05-21,2021-03-06,2021-04-15,2026-01-29,2026-08-13,2028-04-25,85.14,2.56,Mostly paid,92.7,4,Partial possession,1711,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01961,Uttar Pradesh,Varanasi,National Highway,40.85,24.19,82,13,2020-05-01,2020-12-16,2022-05-21,2022-07-19,2023-01-13,2023-11-08,72.47,6.67,Pending,100.0,2,Pending,177,31,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01962,Tamil Nadu,Madurai,Urban Development,58.04,38.7,89,17,2018-01-22,2020-06-07,2021-10-30,2024-01-14,2024-06-02,2024-10-26,87.29,3.71,Pending,100.0,0,Partial possession,1433,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01964,Madhya Pradesh,Ujjain,National Highway,67.75,51.81,146,24,2025-10-31,2027-01-14,2028-12-28,2031-01-10,2031-10-18,2033-04-28,83.65,8.51,Partially paid,100.0,6,Partial possession,2086,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01966,Odisha,Puri,Railway,15.26,14.12,29,7,2019-01-05,2019-05-31,2023-04-09,2024-08-27,2025-10-26,2025-12-16,17.99,2.7,Mostly paid,100.0,1,Substantially complete,1372,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01968,Madhya Pradesh,Bhopal,Urban Development,18.11,14.82,37,6,2024-08-04,2025-04-02,2028-07-20,2030-03-07,2031-08-11,2032-01-10,26.29,1.71,Partially paid,88.5,0,Partial possession,1701,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01970,Tamil Nadu,Madurai,Industrial Corridor,20.07,18.31,34,2,2020-02-26,2020-12-14,2023-10-02,2024-08-25,2025-01-19,2026-04-23,59.06,3.29,Partially paid,100.0,0,Substantially complete,1126,50,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01973,Rajasthan,Ajmer,Irrigation,4.16,3.75,6,2,2019-01-05,2019-09-03,2020-09-12,2024-10-13,2026-05-27,2027-02-10,9.3,0.57,Partially paid,100.0,0,Substantially complete,2047,49,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01975,Tamil Nadu,Coimbatore,Industrial Corridor,47.52,43.99,87,20,2021-10-03,2023-11-26,2024-04-22,2027-11-11,2029-02-18,2029-09-29,167.89,6.17,Mostly paid,100.0,1,Substantially complete,2201,47,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01977,West Bengal,Hooghly,Industrial Corridor,13.94,10.74,19,5,2025-01-31,2026-08-24,2027-07-30,2029-09-18,2030-07-29,2030-11-19,13.72,1.87,Partially paid,100.0,0,Partial possession,1329,52,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01978,Maharashtra,Thane,Urban Development,96.49,74.36,170,26,2020-01-02,2022-01-01,2022-05-12,2023-03-29,2024-08-13,2026-01-11,413.23,13.67,Partially paid,96.4,5,Partial possession,1125,55,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01979,Gujarat,Ahmedabad,Renewable Energy,15.51,10.97,35,6,2020-10-01,2021-04-20,2024-10-02,2026-09-07,2027-02-10,2027-07-11,67.5,3.04,Partially paid,100.0,2,Partial possession,1690,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01983,Uttar Pradesh,Agra,Renewable Energy,16.36,9.15,34,7,2022-03-17,2022-09-02,2026-07-30,2028-07-28,2030-02-18,2032-01-03,63.98,2.93,Partially paid,100.0,1,Pending,2848,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01986,Uttar Pradesh,Prayagraj,Railway,78.89,44.32,121,19,2016-02-18,2016-11-29,2017-09-26,2017-10-26,2018-10-16,2018-12-24,333.22,11.96,Partially paid,100.0,5,Pending,209,33,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01987,Bihar,Gaya,Urban Development,42.99,34.24,81,14,2020-12-25,2022-11-30,2023-06-23,2025-07-13,2026-02-21,2027-06-21,128.67,5.51,Mostly paid,100.0,3,Partial possession,1233,51,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01990,West Bengal,Kolkata,Railway,43.6,34.06,85,13,2021-10-30,2023-01-18,2025-04-04,2026-03-07,2026-08-14,2027-08-26,166.93,5.85,Partially paid,92.5,2,Partial possession,1266,56,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01991,Tamil Nadu,Salem,Urban Development,50.13,26.22,92,10,2025-02-16,2026-02-09,2027-09-08,2029-01-01,2029-12-21,2032-02-11,54.16,3.21,Pending,100.0,3,Pending,1701,63,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01992,Karnataka,Mysuru,Irrigation,20.56,13.32,35,7,2020-10-12,2021-11-23,2022-10-05,2026-12-31,2027-04-16,2029-04-09,60.11,2.33,Partially paid,100.0,0,Pending,2229,57,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01993,Karnataka,Mysuru,Renewable Energy,91.21,77.35,153,24,2017-05-10,2018-03-01,2020-06-30,2020-11-28,2021-11-06,2023-09-15,307.93,4.05,Partially paid,100.0,3,Partial possession,1719,53,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01994,Karnataka,Mangaluru,Urban Development,10.04,6.4,13,6,2017-09-25,2019-04-18,2021-03-03,2023-06-27,2023-12-30,2024-07-01,11.21,1.01,Partially paid,73.5,0,Pending,1428,61,1,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01995,Maharashtra,Nagpur,Industrial Corridor,55.14,33.43,106,19,2023-11-24,2024-05-10,2025-09-09,2029-01-05,2029-02-19,2031-04-04,89.49,5.16,Pending,86.5,0,Pending,1719,60,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
BHNV-01996,Rajasthan,Alwar,National Highway,3.74,2.15,10,1,2017-08-24,2020-01-30,2021-08-07,2022-01-27,2022-11-09,2023-07-30,8.47,1.04,Partially paid,100.0,0,Pending,1536,59,0,Synthetic prototype; fields modeled on public government land-acquisition systems,False
